Entity,Code,Year,"Crude marriage rate (per 1,000 inhabitants)"
Romania,ROU,2015,6.3
Romania,ROU,2016,6.8
Romania,ROU,2017,7.3
Russia,RUS,2004,6.8
Russia,RUS,2005,7.5
Russia,RUS,2006,7.8
Russia,RUS,2007,8.9
Russia,RUS,2008,8.3
Russia,RUS,2009,8.5
Russia,RUS,2010,8.5
Russia,RUS,2011,9.2
Rwanda,RWA,1970,1.700000048
Rwanda,RWA,1982,2.599999905
Saint Kitts and Nevis,KNA,1970,3
Saint Kitts and Nevis,KNA,1995,6.900000095
Saint Kitts and Nevis,KNA,2000,9.800000191
Saint Kitts and Nevis,KNA,2001,7.099999905
Saint Lucia,LCA,1970,3.200000048
Saint Lucia,LCA,1985,3.400000095
Saint Lucia,LCA,1995,3.400000095
Saint Lucia,LCA,2003,3.400000095
Saint Lucia,LCA,2004,2.799999952
Saint Pierre et Miquelon,,1970,5.900000095
Saint Pierre et Miquelon,,1984,5.300000191
Saint Pierre et Miquelon,,1996,4.5
Saint Vincent and the Grenadines,VCT,1970,4.300000191
Saint Vincent and the Grenadines,VCT,1986,4.099999905
Saint Vincent and the Grenadines,VCT,1995,4.800000191
Saint Vincent and the Grenadines,VCT,2004,5
Saint Vincent and the Grenadines,VCT,2005,5.599999905
Samoa,WSM,1970,5.300000191
Samoa,WSM,1983,4.5
Samoa,WSM,1996,6.199999809
Samoa,WSM,2000,6.800000191
Samoa,WSM,2001,4.599999905
San Marino,SMR,1970,10.5
San Marino,SMR,1985,9
San Marino,SMR,1995,8.699999809
San Marino,SMR,2004,7
San Marino,SMR,2005,7.5
San Marino,SMR,2007,6.9
San Marino,SMR,2008,6.4
San Marino,SMR,2011,6.3
San Marino,SMR,2012,6.1
Sao Tome and Principe,STP,1970,1.799999952
Sao Tome and Principe,STP,1985,0.699999988
Sao Tome and Principe,STP,1988,0.400000006
Saudi Arabia,SAU,1995,3.400000095
Saudi Arabia,SAU,2004,4.599999905
Saudi Arabia,SAU,2005,5.199999809
Serbia,SRB,1970,9.300000191
Serbia,SRB,1985,6.900000095
Serbia,SRB,1996,5.300000191
Serbia,SRB,2000,5.7
Serbia,SRB,2001,5.5
Serbia,SRB,2002,5.6
Serbia,SRB,2003,5.6
Serbia,SRB,2004,5.6
Serbia,SRB,2005,5.2
Serbia,SRB,2006,5.4
Serbia,SRB,2007,5.6
Serbia,SRB,2008,5.2
Serbia,SRB,2009,5
Serbia,SRB,2010,4.9
Serbia,SRB,2011,4.9
Serbia,SRB,2012,4.8
Serbia,SRB,2013,5.1
Serbia,SRB,2014,5.1
Serbia,SRB,2015,5.2
Serbia,SRB,2016,5.1
Serbia,SRB,2017,5.1
Seychelles,SYC,1970,4.800000191
Seychelles,SYC,1985,8.899999619
Seychelles,SYC,1995,11.69999981
Seychelles,SYC,2005,10.69999981
Seychelles,SYC,2007,12.69999981
Singapore,SGP,1970,7.400000095
Singapore,SGP,1985,8.600000381
Singapore,SGP,1994,7.199999809
Singapore,SGP,2005,5.400000095
Singapore,SGP,2006,5.400000095
Slovakia,SVK,1960,7.9
Slovakia,SVK,1961,7.5
Slovakia,SVK,1962,7.2
Slovakia,SVK,1963,7.2
Slovakia,SVK,1964,7
Slovakia,SVK,1965,7
Slovakia,SVK,1966,7
Slovakia,SVK,1967,7.6
Slovakia,SVK,1968,7.5
Slovakia,SVK,1969,7.7
Slovakia,SVK,1970,7.9
Slovakia,SVK,1971,8.4
Slovakia,SVK,1972,8.7
Slovakia,SVK,1973,9
Slovakia,SVK,1974,9
Slovakia,SVK,1975,9.2
Slovakia,SVK,1976,9.2
Slovakia,SVK,1977,9.2
Slovakia,SVK,1978,9
Slovakia,SVK,1979,8.6
Slovakia,SVK,1980,7.9
Slovakia,SVK,1981,7.8
Slovakia,SVK,1982,8
Slovakia,SVK,1983,7.9
Slovakia,SVK,1984,7.7
Slovakia,SVK,1985,7.5
Slovakia,SVK,1986,7.4
Slovakia,SVK,1987,7.4
Slovakia,SVK,1988,7.1
Slovakia,SVK,1989,6.9
Slovakia,SVK,1990,7.6
Slovakia,SVK,1991,6.2
Slovakia,SVK,1992,6.4
Slovakia,SVK,1993,5.8
Slovakia,SVK,1994,5.3
Slovakia,SVK,1995,5.1
Slovakia,SVK,1996,5.1
Slovakia,SVK,1997,5.2
Slovakia,SVK,1998,5.1
Slovakia,SVK,1999,5.1
Slovakia,SVK,2000,4.8
Slovakia,SVK,2001,4.4
Slovakia,SVK,2002,4.7
Slovakia,SVK,2003,4.8
Slovakia,SVK,2004,5.2
Slovakia,SVK,2005,4.9
Slovakia,SVK,2006,4.8
Slovakia,SVK,2007,5.1
Slovakia,SVK,2008,5.3
Slovakia,SVK,2009,4.9
Slovakia,SVK,2010,4.7
Slovakia,SVK,2011,4.7
Slovakia,SVK,2012,4.8
Slovakia,SVK,2013,4.7
Slovakia,SVK,2014,4.9
Slovakia,SVK,2015,5.3
Slovakia,SVK,2016,5.5
Slovakia,SVK,2017,5.8
Slovenia,SVN,1960,8.8
Slovenia,SVN,1961,9.1
Slovenia,SVN,1962,9.1
Slovenia,SVN,1963,8.8
Slovenia,SVN,1964,9
Slovenia,SVN,1965,9.2
Slovenia,SVN,1966,8.6
Slovenia,SVN,1967,8.3
Slovenia,SVN,1968,8.2
Slovenia,SVN,1969,8.2
Slovenia,SVN,1970,8.3
Slovenia,SVN,1971,8.2
Slovenia,SVN,1972,9
Slovenia,SVN,1973,8.9
Slovenia,SVN,1974,8.7
Slovenia,SVN,1975,8.6
Slovenia,SVN,1976,8.3
Slovenia,SVN,1977,8.2
Slovenia,SVN,1978,8.4
Slovenia,SVN,1979,7.6
Slovenia,SVN,1980,6.5
Slovenia,SVN,1981,6.4
Slovenia,SVN,1982,6.1
Slovenia,SVN,1983,6.2
Slovenia,SVN,1984,5.9
Slovenia,SVN,1985,5.4
Slovenia,SVN,1986,5.4
Slovenia,SVN,1987,5.2
Slovenia,SVN,1988,4.6
Slovenia,SVN,1989,4.9
Slovenia,SVN,1990,4.3
Slovenia,SVN,1991,4.1
Slovenia,SVN,1992,4.6
Slovenia,SVN,1993,4.5
Slovenia,SVN,1994,4.2
Slovenia,SVN,1995,4.1
Slovenia,SVN,1996,3.8
Slovenia,SVN,1997,3.8
Slovenia,SVN,1998,3.8
Slovenia,SVN,1999,3.9
Slovenia,SVN,2000,3.6
Slovenia,SVN,2001,3.5
Slovenia,SVN,2002,3.5
Slovenia,SVN,2003,3.4
Slovenia,SVN,2004,3.3
Slovenia,SVN,2005,2.9
Slovenia,SVN,2006,3.2
Slovenia,SVN,2007,3.2
Slovenia,SVN,2008,3.3
Slovenia,SVN,2009,3.2
Slovenia,SVN,2010,3.2
Slovenia,SVN,2011,3.2
Slovenia,SVN,2012,3.4
Slovenia,SVN,2013,3
Slovenia,SVN,2014,3.2
Slovenia,SVN,2015,3.1
Slovenia,SVN,2016,3.2
Slovenia,SVN,2017,3.1
South Africa,ZAF,1995,3.599999905
South Africa,ZAF,2004,3.700000048
South Africa,ZAF,2005,3.799999952
South Korea,KOR,1970,9.2
South Korea,KOR,1971,7.3
South Korea,KOR,1972,7.3
South Korea,KOR,1973,7.6
South Korea,KOR,1974,7.5
South Korea,KOR,1975,8
South Korea,KOR,1976,8
South Korea,KOR,1977,8.3
South Korea,KOR,1978,9.3
South Korea,KOR,1979,9.4
South Korea,KOR,1980,10.6
South Korea,KOR,1981,10.5
South Korea,KOR,1982,9.9
South Korea,KOR,1983,10.3
South Korea,KOR,1984,9.5
South Korea,KOR,1985,9.4
South Korea,KOR,1986,9.5
South Korea,KOR,1987,9.4
South Korea,KOR,1988,9.8
South Korea,KOR,1989,9.7
South Korea,KOR,1990,9.3
South Korea,KOR,1991,9.6
South Korea,KOR,1992,9.6
South Korea,KOR,1993,9
South Korea,KOR,1994,8.7
South Korea,KOR,1995,8.7
South Korea,KOR,1996,9.4
South Korea,KOR,1997,8.4
South Korea,KOR,1998,8
South Korea,KOR,1999,7.6
South Korea,KOR,2000,7
South Korea,KOR,2001,6.7
South Korea,KOR,2002,6.3
South Korea,KOR,2003,6.3
South Korea,KOR,2004,6.4
South Korea,KOR,2005,6.5
South Korea,KOR,2006,6.8
South Korea,KOR,2007,7
South Korea,KOR,2008,6.6
South Korea,KOR,2009,6.2
South Korea,KOR,2010,6.5
South Korea,KOR,2011,6.6
South Korea,KOR,2012,6.5
South Korea,KOR,2013,6.4
South Korea,KOR,2014,6
South Korea,KOR,2015,5.9
South Korea,KOR,2016,5.5
South Korea,KOR,2017,5.2
Spain,ESP,1960,7.8
Spain,ESP,1961,7.7
Spain,ESP,1962,7.6
Spain,ESP,1963,7.6
Spain,ESP,1964,7.4
Spain,ESP,1965,7.1
Spain,ESP,1966,7.1
Spain,ESP,1967,7.1
Spain,ESP,1968,7
Spain,ESP,1969,7.2
Spain,ESP,1970,7.3
Spain,ESP,1971,7.4
Spain,ESP,1972,7.6
Spain,ESP,1973,7.7
Spain,ESP,1974,7.6
Spain,ESP,1975,7.6
Spain,ESP,1976,7.3
Spain,ESP,1977,7.2
Spain,ESP,1978,7
Spain,ESP,1979,6.6
Spain,ESP,1980,5.9
Spain,ESP,1981,5.4
Spain,ESP,1982,5.1
Spain,ESP,1983,5.1
Spain,ESP,1984,5.2
Spain,ESP,1985,5.2
Spain,ESP,1986,5.4
Spain,ESP,1987,5.6
Spain,ESP,1988,5.7
Spain,ESP,1989,5.7
Spain,ESP,1990,5.7
Spain,ESP,1991,5.6
Spain,ESP,1992,5.6
Spain,ESP,1993,5.1
Spain,ESP,1994,5.1
Spain,ESP,1995,5.1
Spain,ESP,1996,4.9
Spain,ESP,1997,5
Spain,ESP,1998,5.2
Spain,ESP,1999,5.2
Spain,ESP,2000,5.4
Spain,ESP,2001,5.1
Spain,ESP,2002,5.1
Spain,ESP,2003,5
Spain,ESP,2004,5
Spain,ESP,2005,4.7
Spain,ESP,2006,4.5
Spain,ESP,2007,4.4
Spain,ESP,2008,4.2
Spain,ESP,2009,3.7
Spain,ESP,2010,3.6
Spain,ESP,2011,3.4
Spain,ESP,2012,3.5
Spain,ESP,2013,3.3
Spain,ESP,2014,3.4
Spain,ESP,2015,3.6
Spain,ESP,2016,3.7
Spain,ESP,2017,3.7
Sri Lanka,LKA,1970,6.900000095
Sri Lanka,LKA,1985,8
Sri Lanka,LKA,1995,9.399999619
Sri Lanka,LKA,2004,10.10000038
Sri Lanka,LKA,2005,10.19999981
Suriname,SUR,1980,6.699999809
Suriname,SUR,1989,5.400000095
Suriname,SUR,1995,5.5
Suriname,SUR,2004,4
Suriname,SUR,2005,4
Sweden,SWE,1960,6.7
Sweden,SWE,1961,7
Sweden,SWE,1962,7.1
Sweden,SWE,1963,7
Sweden,SWE,1964,7.6
Sweden,SWE,1965,7.8
Sweden,SWE,1966,7.8
Sweden,SWE,1967,7.2
Sweden,SWE,1968,6.6
Sweden,SWE,1969,6.1
Sweden,SWE,1970,5.4
Sweden,SWE,1971,4.9
Sweden,SWE,1972,4.8
Sweden,SWE,1973,4.7
Sweden,SWE,1974,5.5
Sweden,SWE,1975,5.4
Sweden,SWE,1976,5.4
Sweden,SWE,1977,4.9
Sweden,SWE,1978,4.6
Sweden,SWE,1979,4.5
Sweden,SWE,1980,4.5
Sweden,SWE,1981,4.5
Sweden,SWE,1982,4.5
Sweden,SWE,1983,4.3
Sweden,SWE,1984,4.4
Sweden,SWE,1985,4.6
Sweden,SWE,1986,4.6
Sweden,SWE,1987,4.9
Sweden,SWE,1988,5.2
Sweden,SWE,1989,12.8
Sweden,SWE,1990,4.7
Sweden,SWE,1991,4.3
Sweden,SWE,1992,4.3
Sweden,SWE,1993,3.9
Sweden,SWE,1994,3.9
Sweden,SWE,1995,3.799999952
Sweden,SWE,1996,3.8
Sweden,SWE,1997,3.7
Sweden,SWE,1998,3.6
Sweden,SWE,1999,4
Sweden,SWE,2000,4.5
Sweden,SWE,2001,4
Sweden,SWE,2002,4.3
Sweden,SWE,2003,4.4
Sweden,SWE,2004,4.8
Sweden,SWE,2005,4.9
Sweden,SWE,2006,5
Sweden,SWE,2008,5.5
Sweden,SWE,2009,5.1
Sweden,SWE,2010,5.3
Sweden,SWE,2011,5
Sweden,SWE,2012,5.3
Sweden,SWE,2013,5.4
Sweden,SWE,2014,5.5
Sweden,SWE,2015,5.3
Sweden,SWE,2016,5.4
Sweden,SWE,2017,5.2
Switzerland,CHE,1960,7.8
Switzerland,CHE,1961,7.8
Switzerland,CHE,1962,8
Switzerland,CHE,1963,7.7
Switzerland,CHE,1964,7.6
Switzerland,CHE,1965,7.7
Switzerland,CHE,1966,7.5
Switzerland,CHE,1967,7.6
Switzerland,CHE,1968,7.5
Switzerland,CHE,1969,7.6
Switzerland,CHE,1970,7.6
Switzerland,CHE,1971,7.2
Switzerland,CHE,1972,6.9
Switzerland,CHE,1973,6.5
Switzerland,CHE,1974,6.1
Switzerland,CHE,1975,5.6
Switzerland,CHE,1976,5.1
Switzerland,CHE,1977,5.3
Switzerland,CHE,1978,5.1
Switzerland,CHE,1979,5.4
Switzerland,CHE,1980,5.7
Switzerland,CHE,1981,5.6
Switzerland,CHE,1982,5.8
Switzerland,CHE,1983,5.9
Switzerland,CHE,1984,6
Switzerland,CHE,1985,6
Switzerland,CHE,1986,6.2
Switzerland,CHE,1987,6.6
Switzerland,CHE,1988,6.9
Switzerland,CHE,1989,6.8
Switzerland,CHE,1990,6.9
Switzerland,CHE,1991,7
Switzerland,CHE,1992,6.6
Switzerland,CHE,1993,6.2
Switzerland,CHE,1994,6.1
Switzerland,CHE,1995,5.8
Switzerland,CHE,1996,5.7
Switzerland,CHE,1997,5.5
Switzerland,CHE,1998,5.4
Switzerland,CHE,1999,5.7
Switzerland,CHE,2000,5.5
Switzerland,CHE,2001,5
Switzerland,CHE,2002,5.5
Switzerland,CHE,2003,5.5
Switzerland,CHE,2004,5.3
Switzerland,CHE,2005,5.4
Switzerland,CHE,2006,5.3
Switzerland,CHE,2007,5.3
Switzerland,CHE,2008,5.4
Switzerland,CHE,2009,5.4
Switzerland,CHE,2010,5.5
Switzerland,CHE,2011,5.3
Switzerland,CHE,2012,5.3
Switzerland,CHE,2013,4.9
Switzerland,CHE,2014,5.1
Switzerland,CHE,2015,5
Switzerland,CHE,2016,5
Switzerland,CHE,2017,4.8
Syria,SYR,1970,9.899999619
Syria,SYR,1985,8.899999619
Syria,SYR,1996,8.5
Syria,SYR,2005,10.69999981
Syria,SYR,2006,10.60000038
Tajikistan,TJK,1970,9.199999809
Tajikistan,TJK,1985,10.5
Tajikistan,TJK,1994,6.900000095
Tajikistan,TJK,2005,7.599999905
Tajikistan,TJK,2006,8.199999809
Thailand,THA,1970,4.300000191
Thailand,THA,1985,6.800000191
Thailand,THA,1995,8.199999809
Thailand,THA,2004,5.800000191
Thailand,THA,2005,5.5
Timor,TLS,1970,2.599999905
Timor,TLS,1992,1.600000024
Tokelau,TKL,1971,3.200000048
Tokelau,TKL,1983,2.5
Tonga,TON,1970,6.400000095
Tonga,TON,1985,7
Tonga,TON,1995,8.600000381
Tonga,TON,2002,7.599999905
Tonga,TON,2003,7.099999905
Trinidad and Tobago,TTO,1970,6.800000191
Trinidad and Tobago,TTO,1985,6.699999809
Trinidad and Tobago,TTO,1995,5.300000191
Trinidad and Tobago,TTO,2004,6.099999905
Trinidad and Tobago,TTO,2005,6.300000191
Tunisia,TUN,1970,6.699999809
Tunisia,TUN,1985,6.699999809
Tunisia,TUN,1995,6
Tunisia,TUN,2005,7.300000191
Tunisia,TUN,2006,8
Turkey,TUR,1970,3.299999952
Turkey,TUR,1980,8.2
Turkey,TUR,1985,7.199999809
Turkey,TUR,1996,7.599999905
Turkey,TUR,2003,7.1
Turkey,TUR,2004,9.2
Turkey,TUR,2005,9.5
Turkey,TUR,2006,9.2
Turkey,TUR,2007,9.1
Turkey,TUR,2008,9
Turkey,TUR,2009,8.2
Turkey,TUR,2010,8
Turkey,TUR,2011,8
Turkey,TUR,2012,8
Turkey,TUR,2013,7.9
Turkey,TUR,2014,7.8
Turkey,TUR,2015,7.7
Turkey,TUR,2016,7.5
Turkey,TUR,2017,7.1
Turkmenistan,TKM,1970,8.600000381
Turkmenistan,TKM,1979,10.19999981
Turkmenistan,TKM,1985,9.800000191
Turkmenistan,TKM,1998,5.400000095
Turks and Caicos Islands,TCA,1972,5.199999809
Turks and Caicos Islands,TCA,1985,5.300000191
Turks and Caicos Islands,TCA,1995,9.899999619
Turks and Caicos Islands,TCA,2004,21.20000076
Turks and Caicos Islands,TCA,2005,20
Ukraine,UKR,1970,9.899999619
Ukraine,UKR,1985,9.600000381
Ukraine,UKR,1995,8.399999619
Ukraine,UKR,2004,5.9
Ukraine,UKR,2005,7.1
Ukraine,UKR,2006,7.6
Ukraine,UKR,2007,9
Ukraine,UKR,2008,7
Ukraine,UKR,2009,6.9
Ukraine,UKR,2010,6.7
Ukraine,UKR,2011,7.8
Ukraine,UKR,2012,6.1
Ukraine,UKR,2013,6.7
Ukraine,UKR,2015,7
Ukraine,UKR,2016,5.4
Ukraine,UKR,2017,5.9
United Arab Emirates,ARE,1992,2.599999905
United Arab Emirates,ARE,1995,2.700000048
United Arab Emirates,ARE,2003,3.200000048
United Arab Emirates,ARE,2004,3.200000048
United Kingdom,GBR,1960,7.5
United Kingdom,GBR,1961,7.5
United Kingdom,GBR,1962,7.5
United Kingdom,GBR,1963,7.5
United Kingdom,GBR,1964,7.6
United Kingdom,GBR,1965,7.8
United Kingdom,GBR,1966,8
United Kingdom,GBR,1967,8
United Kingdom,GBR,1968,8.4
United Kingdom,GBR,1969,8.1
United Kingdom,GBR,1970,8.5
United Kingdom,GBR,1971,8.2
United Kingdom,GBR,1972,8.6
United Kingdom,GBR,1973,8.1
United Kingdom,GBR,1974,7.8
United Kingdom,GBR,1975,7.7
United Kingdom,GBR,1976,7.2
United Kingdom,GBR,1977,7.2
United Kingdom,GBR,1978,7.4
United Kingdom,GBR,1979,7.4
United Kingdom,GBR,1980,7.4
United Kingdom,GBR,1981,7.1
United Kingdom,GBR,1982,6.9
United Kingdom,GBR,1983,6.9
United Kingdom,GBR,1984,7
United Kingdom,GBR,1985,7
United Kingdom,GBR,1986,7
United Kingdom,GBR,1987,7
United Kingdom,GBR,1988,6.9
United Kingdom,GBR,1989,6.9
United Kingdom,GBR,1990,6.6
United Kingdom,GBR,1991,6.1
United Kingdom,GBR,1992,6.2
United Kingdom,GBR,1993,5.9
United Kingdom,GBR,1994,5.7
United Kingdom,GBR,1995,5.6
United Kingdom,GBR,1996,5.5
United Kingdom,GBR,1997,5.3
United Kingdom,GBR,1998,5.2
United Kingdom,GBR,1999,5.1
United Kingdom,GBR,2000,5.2
United Kingdom,GBR,2001,4.8
United Kingdom,GBR,2002,4.9
United Kingdom,GBR,2003,5.2
United Kingdom,GBR,2005,4.699999809
United Kingdom,GBR,2006,4.5
United Kingdom,GBR,2007,4.5
United Kingdom,GBR,2008,4.4
United Kingdom,GBR,2009,4.3
United Kingdom,GBR,2010,4.5
United Kingdom,GBR,2011,4.5
United Kingdom,GBR,2013,4.3
United Kingdom,GBR,2014,4.5
United Kingdom,GBR,2015,4.4
United Kingdom,GBR,2016,4.4
United States,USA,1920,12
United States,USA,1921,10.7
United States,USA,1922,10.3
United States,USA,1923,11
United States,USA,1924,10.4
United States,USA,1925,10.3
United States,USA,1926,10.2
United States,USA,1927,10.1
United States,USA,1928,9.8
United States,USA,1929,10.1
United States,USA,1930,9.2
United States,USA,1931,8.6
United States,USA,1932,7.9
United States,USA,1933,8.7
United States,USA,1934,10.3
United States,USA,1935,10.4
United States,USA,1936,10.7
United States,USA,1937,11.3
United States,USA,1938,10.3
United States,USA,1939,10.7
United States,USA,1940,12.1
United States,USA,1941,12.7
United States,USA,1942,13.2
United States,USA,1943,11.7
United States,USA,1944,10.9
United States,USA,1945,12.2
United States,USA,1946,16.4
United States,USA,1947,13.9
United States,USA,1948,12.4
United States,USA,1949,10.6
United States,USA,1950,11.1
United States,USA,1951,10.4
United States,USA,1952,9.9
United States,USA,1953,9.8
United States,USA,1954,9.2
United States,USA,1955,9.3
United States,USA,1956,9.5
United States,USA,1957,8.9
United States,USA,1958,8.4
United States,USA,1959,8.5
United States,USA,1960,8.5
United States,USA,1961,8.5
United States,USA,1962,8.5
United States,USA,1963,8.8
United States,USA,1964,9
United States,USA,1965,9.3
United States,USA,1966,9.5
United States,USA,1967,9.7
United States,USA,1968,10.4
United States,USA,1969,10.6
United States,USA,1970,10.6
United States,USA,1971,10.6
United States,USA,1972,10.9
United States,USA,1973,10.8
United States,USA,1974,10.5
United States,USA,1975,10
United States,USA,1976,9.9
United States,USA,1977,9.9
United States,USA,1978,10.3
United States,USA,1979,10.4
United States,USA,1980,10.6
United States,USA,1981,10.6
United States,USA,1982,10.6
United States,USA,1983,10.5
United States,USA,1984,10.5
United States,USA,1985,10.1
United States,USA,1986,10
United States,USA,1987,9.9
United States,USA,1988,9.7
United States,USA,1989,9.7
United States,USA,1990,9.8
United States,USA,1991,9.4
United States,USA,1992,9.3
United States,USA,1993,9
United States,USA,1994,9.1
United States,USA,1995,8.9
United States,USA,1996,8.800000191
United States,USA,1997,8.899999619
United States,USA,1998,8.399999619
United States,USA,1999,8.600000381
United States,USA,2000,8.300000191
United States,USA,2001,8.199999809
United States,USA,2002,7.800000191
United States,USA,2003,7.699999809
United States,USA,2004,7.800000191
United States,USA,2005,7.599999905
United States,USA,2006,7.5
United States,USA,2007,7.300000191
United States,USA,2008,7.099999905
United States,USA,2009,6.800000191
United States,USA,2010,6.800000191
United States,USA,2011,6.800000191
United States,USA,2012,6.800000191
United States,USA,2013,6.800000191
United States,USA,2014,6.900000095
United States,USA,2015,6.900000095
United States,USA,2016,7
United States,USA,2017,6.900000095
United States,USA,2018,6.5
United States Virgin Islands,VIR,1970,18.5
United States Virgin Islands,VIR,1985,17.70000076
United States Virgin Islands,VIR,1993,34.20000076
Uruguay,URY,1970,8.399999619
Uruguay,URY,1985,7.5
Uruguay,URY,1995,5.400000095
Uruguay,URY,2005,4
Uruguay,URY,2006,3.700000048
Uzbekistan,UZB,1970,9.100000381
Uzbekistan,UZB,1985,11
Uzbekistan,UZB,1995,7.5
Uzbekistan,UZB,2000,6.900000095
Uzbekistan,UZB,2001,6.800000191
Vatican,VAT,1970,3.099999905
Vatican,VAT,1975,1.399999976
Venezuela,VEN,1970,5.599999905
Venezuela,VEN,1985,5.5
Venezuela,VEN,1995,3.799999952
Venezuela,VEN,2005,3.200000048
Venezuela,VEN,2006,3.299999952
Vietnam,VNM,2002,11.80000019
Wallis and Futuna,WLF,1970,6.300000191
Western Sahara,ESH,1970,6.599999905
Yemen,YEM,2001,0.5
Yemen,YEM,2002,0.600000024
